rate_id,from_currency,to_currency,exchange_rate,rate_date,source
FX00000430,USD,JPY,0.008739,2025-11-22,CENTRAL_BANK
FX00000431,USD,CAD,0.770663,2025-11-22,MARKET
FX00000432,USD,AUD,0.659259,2025-11-22,MARKET
FX00000433,USD,CHF,1.173466,2025-11-22,CENTRAL_BANK
FX00000434,USD,CNY,0.135828,2025-11-22,CENTRAL_BANK
FX00000435,USD,EUR,1.084302,2025-11-21,MARKET
FX00000436,USD,GBP,1.214928,2025-11-21,MANUAL
FX00000437,USD,JPY,0.008960,2025-11-21,MARKET
FX00000438,USD,CAD,0.732211,2025-11-21,MARKET
FX00000439,USD,AUD,0.636836,2025-11-21,CENTRAL_BANK
FX00000440,USD,CHF,1.079198,2025-11-21,CENTRAL_BANK
FX00000441,USD,CNY,0.137442,2025-11-21,CENTRAL_BANK
FX00000442,USD,EUR,1.089510,2025-11-20,MANUAL
FX00000443,USD,GBP,1.292785,2025-11-20,CENTRAL_BANK
FX00000444,USD,JPY,0.008696,2025-11-20,MARKET
FX00000445,USD,CAD,0.716670,2025-11-20,MANUAL
FX00000446,USD,AUD,0.656722,2025-11-20,MANUAL
FX00000447,USD,CHF,1.118785,2025-11-20,CENTRAL_BANK
FX00000448,USD,CNY,0.140367,2025-11-20,CENTRAL_BANK
FX00000449,USD,EUR,1.045188,2025-11-19,CENTRAL_BANK
FX00000450,USD,GBP,1.295071,2025-11-19,MANUAL
FX00000451,USD,JPY,0.009027,2025-11-19,MANUAL
FX00000452,USD,CAD,0.704145,2025-11-19,MARKET
FX00000453,USD,AUD,0.654283,2025-11-19,MANUAL
FX00000454,USD,CHF,1.175153,2025-11-19,CENTRAL_BANK
FX00000455,USD,CNY,0.142812,2025-11-19,MARKET
FX00000456,USD,EUR,1.082702,2025-11-18,MANUAL
FX00000457,USD,GBP,1.312635,2025-11-18,MARKET
FX00000458,USD,JPY,0.009391,2025-11-18,MANUAL
FX00000459,USD,CAD,0.773186,2025-11-18,CENTRAL_BANK
FX00000460,USD,AUD,0.669506,2025-11-18,MANUAL
FX00000461,USD,CHF,1.170688,2025-11-18,MANUAL
FX00000462,USD,CNY,0.136327,2025-11-18,CENTRAL_BANK
FX00000463,USD,EUR,1.068797,2025-11-17,MANUAL
FX00000464,USD,GBP,1.315531,2025-11-17,MARKET
FX00000465,USD,JPY,0.009064,2025-11-17,MANUAL
FX00000466,USD,CAD,0.751513,2025-11-17,CENTRAL_BANK
FX00000467,USD,AUD,0.675076,2025-11-17,MANUAL
FX00000468,USD,CHF,1.073292,2025-11-17,MANUAL
FX00000469,USD,CNY,0.136469,2025-11-17,CENTRAL_BANK
FX00000470,USD,EUR,1.088787,2025-11-16,MANUAL
FX00000471,USD,GBP,1.265393,2025-11-16,MARKET
FX00000472,USD,JPY,0.008683,2025-11-16,CENTRAL_BANK
FX00000473,USD,CAD,0.713537,2025-11-16,MARKET
FX00000474,USD,AUD,0.663524,2025-11-16,MANUAL
FX00000475,USD,CHF,1.075787,2025-11-16,MARKET
FX00000476,USD,CNY,0.133977,2025-11-16,CENTRAL_BANK
FX00000477,USD,EUR,1.089918,2025-11-15,CENTRAL_BANK
FX00000478,USD,GBP,1.226177,2025-11-15,CENTRAL_BANK
FX00000479,USD,JPY,0.009212,2025-11-15,MANUAL
FX00000480,USD,CAD,0.772303,2025-11-15,MARKET
FX00000481,USD,AUD,0.663661,2025-11-15,CENTRAL_BANK
FX00000482,USD,CHF,1.141304,2025-11-15,CENTRAL_BANK
FX00000483,USD,CNY,0.134521,2025-11-15,CENTRAL_BANK
FX00000484,USD,EUR,1.112978,2025-11-14,MARKET
FX00000485,USD,GBP,1.295714,2025-11-14,MANUAL
FX00000486,USD,JPY,0.009052,2025-11-14,MARKET
FX00000487,USD,CAD,0.767403,2025-11-14,MARKET
FX00000488,USD,AUD,0.648600,2025-11-14,MANUAL
FX00000489,USD,CHF,1.090213,2025-11-14,CENTRAL_BANK
FX00000490,USD,CNY,0.134411,2025-11-14,MARKET
FX00000491,USD,EUR,1.106441,2025-11-13,MANUAL
FX00000492,USD,GBP,1.313192,2025-11-13,CENTRAL_BANK
FX00000493,USD,JPY,0.009402,2025-11-13,MARKET
FX00000494,USD,CAD,0.751205,2025-11-13,CENTRAL_BANK
FX00000495,USD,AUD,0.651983,2025-11-13,CENTRAL_BANK
FX00000496,USD,CHF,1.130411,2025-11-13,MARKET
FX00000497,USD,CNY,0.136635,2025-11-13,MANUAL
FX00000498,USD,EUR,1.107810,2025-11-12,MARKET
FX00000499,USD,GBP,1.313353,2025-11-12,CENTRAL_BANK
FX00000500,USD,JPY,0.009295,2025-11-12,CENTRAL_BANK
FX00000501,USD,CAD,0.766956,2025-11-12,CENTRAL_BANK
FX00000502,USD,AUD,0.656364,2025-11-12,MARKET
FX00000503,USD,CHF,1.087367,2025-11-12,MARKET
FX00000504,USD,CNY,0.138198,2025-11-12,CENTRAL_BANK
FX00000505,USD,EUR,1.130113,2025-11-11,MANUAL
FX00000506,USD,GBP,1.298844,2025-11-11,MANUAL
FX00000507,USD,JPY,0.009069,2025-11-11,MARKET
FX00000508,USD,CAD,0.719473,2025-11-11,MANUAL
FX00000509,USD,AUD,0.643871,2025-11-11,CENTRAL_BANK
FX00000510,USD,CHF,1.073359,2025-11-11,MANUAL
FX00000511,USD,CNY,0.143856,2025-11-11,MANUAL
FX00000512,USD,EUR,1.153952,2025-11-10,MARKET
FX00000513,USD,GBP,1.258798,2025-11-10,MARKET
FX00000514,USD,JPY,0.008967,2025-11-10,MARKET
FX00000515,USD,CAD,0.738943,2025-11-10,MANUAL
FX00000516,USD,AUD,0.675052,2025-11-10,MARKET
FX00000517,USD,CHF,1.166472,2025-11-10,CENTRAL_BANK
FX00000518,USD,CNY,0.145864,2025-11-10,MANUAL
FX00000519,USD,EUR,1.144213,2025-11-09,CENTRAL_BANK
FX00000520,USD,GBP,1.332673,2025-11-09,CENTRAL_BANK
FX00000521,USD,JPY,0.008911,2025-11-09,MANUAL
FX00000522,USD,CAD,0.744240,2025-11-09,MANUAL
FX00000523,USD,AUD,0.656332,2025-11-09,CENTRAL_BANK
FX00000524,USD,CHF,1.124856,2025-11-09,CENTRAL_BANK
FX00000525,USD,CNY,0.134582,2025-11-09,CENTRAL_BANK
FX00000526,USD,EUR,1.093624,2025-11-08,MANUAL
FX00000527,USD,GBP,1.221450,2025-11-08,MARKET
FX00000528,USD,JPY,0.009076,2025-11-08,MARKET
FX00000529,USD,CAD,0.738324,2025-11-08,MARKET
FX00000530,USD,AUD,0.632252,2025-11-08,CENTRAL_BANK
FX00000531,USD,CHF,1.137758,2025-11-08,CENTRAL_BANK
FX00000532,USD,CNY,0.139592,2025-11-08,CENTRAL_BANK
FX00000533,USD,EUR,1.126955,2025-11-07,MANUAL
FX00000534,USD,GBP,1.306459,2025-11-07,CENTRAL_BANK
FX00000535,USD,JPY,0.009438,2025-11-07,CENTRAL_BANK
FX00000536,USD,CAD,0.741725,2025-11-07,MANUAL
FX00000537,USD,AUD,0.680489,2025-11-07,MARKET
FX00000538,USD,CHF,1.072716,2025-11-07,MARKET
FX00000539,USD,CNY,0.139818,2025-11-07,CENTRAL_BANK
FX00000540,USD,EUR,1.086635,2025-11-06,MANUAL
FX00000541,USD,GBP,1.317419,2025-11-06,CENTRAL_BANK
FX00000542,USD,JPY,0.008869,2025-11-06,MANUAL
FX00000543,USD,CAD,0.703569,2025-11-06,CENTRAL_BANK
FX00000544,USD,AUD,0.627883,2025-11-06,MARKET
FX00000545,USD,CHF,1.148139,2025-11-06,MARKET
FX00000546,USD,CNY,0.145912,2025-11-06,CENTRAL_BANK
FX00000547,USD,EUR,1.074484,2025-11-05,MANUAL
FX00000548,USD,GBP,1.211546,2025-11-05,CENTRAL_BANK
FX00000549,USD,JPY,0.009466,2025-11-05,MANUAL
FX00000550,USD,CAD,0.713489,2025-11-05,CENTRAL_BANK
FX00000551,USD,AUD,0.651518,2025-11-05,CENTRAL_BANK
FX00000552,USD,CHF,1.114934,2025-11-05,MARKET
FX00000553,USD,CNY,0.137402,2025-11-05,MARKET
FX00000554,USD,EUR,1.100128,2025-11-04,MARKET
FX00000555,USD,GBP,1.305896,2025-11-04,MANUAL
FX00000556,USD,JPY,0.009056,2025-11-04,CENTRAL_BANK
FX00000557,USD,CAD,0.710094,2025-11-04,MARKET
FX00000558,USD,AUD,0.637704,2025-11-04,MANUAL
FX00000559,USD,CHF,1.155909,2025-11-04,MARKET
FX00000560,USD,CNY,0.137636,2025-11-04,MANUAL
FX00000561,USD,EUR,1.131975,2025-11-03,MANUAL
FX00000562,USD,GBP,1.236419,2025-11-03,CENTRAL_BANK
FX00000563,USD,JPY,0.009157,2025-11-03,MANUAL
FX00000564,USD,CAD,0.758727,2025-11-03,MARKET
FX00000565,USD,AUD,0.634390,2025-11-03,MANUAL
FX00000566,USD,CHF,1.110165,2025-11-03,CENTRAL_BANK
FX00000567,USD,CNY,0.144777,2025-11-03,MARKET
FX00000568,USD,EUR,1.056214,2025-11-02,MARKET
FX00000569,USD,GBP,1.289006,2025-11-02,CENTRAL_BANK
FX00000570,USD,JPY,0.009429,2025-11-02,MARKET
FX00000571,USD,CAD,0.725251,2025-11-02,MANUAL
FX00000572,USD,AUD,0.684778,2025-11-02,MARKET
FX00000573,USD,CHF,1.098387,2025-11-02,MARKET
FX00000574,USD,CNY,0.146754,2025-11-02,MARKET
FX00000575,USD,EUR,1.084862,2025-11-01,MANUAL
FX00000576,USD,GBP,1.292756,2025-11-01,CENTRAL_BANK
FX00000577,USD,JPY,0.008709,2025-11-01,MARKET
FX00000578,USD,CAD,0.713243,2025-11-01,MARKET
FX00000579,USD,AUD,0.661984,2025-11-01,CENTRAL_BANK
FX00000580,USD,CHF,1.071948,2025-11-01,CENTRAL_BANK
FX00000581,USD,CNY,0.142875,2025-11-01,MANUAL
FX00000582,USD,EUR,1.092356,2025-10-31,CENTRAL_BANK
FX00000583,USD,GBP,1.207224,2025-10-31,MANUAL
FX00000584,USD,JPY,0.009216,2025-10-31,MANUAL
FX00000585,USD,CAD,0.749381,2025-10-31,MANUAL
FX00000586,USD,AUD,0.650642,2025-10-31,CENTRAL_BANK
FX00000587,USD,CHF,1.075444,2025-10-31,MANUAL
FX00000588,USD,CNY,0.140849,2025-10-31,MANUAL
FX00000589,USD,EUR,1.063088,2025-10-30,CENTRAL_BANK
FX00000590,USD,GBP,1.280808,2025-10-30,MANUAL
FX00000591,USD,JPY,0.008998,2025-10-30,CENTRAL_BANK
FX00000592,USD,CAD,0.715975,2025-10-30,MANUAL
FX00000593,USD,AUD,0.679399,2025-10-30,MANUAL
FX00000594,USD,CHF,1.132431,2025-10-30,CENTRAL_BANK
FX00000595,USD,CNY,0.144559,2025-10-30,MANUAL
FX00000596,USD,EUR,1.116440,2025-10-29,CENTRAL_BANK
FX00000597,USD,GBP,1.324477,2025-10-29,MANUAL
FX00000598,USD,JPY,0.009432,2025-10-29,CENTRAL_BANK
FX00000599,USD,CAD,0.747807,2025-10-29,MANUAL
FX00000600,USD,AUD,0.670540,2025-10-29,MANUAL
FX00000601,USD,CHF,1.145150,2025-10-29,MANUAL
FX00000602,USD,CNY,0.133238,2025-10-29,MARKET
FX00000603,USD,EUR,1.139166,2025-10-28,MARKET
FX00000604,USD,GBP,1.245980,2025-10-28,MARKET
FX00000605,USD,JPY,0.009425,2025-10-28,MARKET
FX00000606,USD,CAD,0.733615,2025-10-28,MANUAL
FX00000607,USD,AUD,0.660716,2025-10-28,MARKET
FX00000608,USD,CHF,1.100116,2025-10-28,MARKET
FX00000609,USD,CNY,0.146266,2025-10-28,MANUAL
FX00000610,USD,EUR,1.055853,2025-10-27,CENTRAL_BANK
FX00000611,USD,GBP,1.288704,2025-10-27,MARKET
FX00000612,USD,JPY,0.009274,2025-10-27,CENTRAL_BANK
FX00000613,USD,CAD,0.740637,2025-10-27,MARKET
FX00000614,USD,AUD,0.655972,2025-10-27,MANUAL
FX00000615,USD,CHF,1.119458,2025-10-27,MARKET
FX00000616,USD,CNY,0.143222,2025-10-27,MARKET
FX00000617,USD,EUR,1.064113,2025-10-26,MARKET
FX00000618,USD,GBP,1.234530,2025-10-26,CENTRAL_BANK
FX00000619,USD,JPY,0.009444,2025-10-26,MANUAL
FX00000620,USD,CAD,0.704628,2025-10-26,MARKET
FX00000621,USD,AUD,0.670957,2025-10-26,CENTRAL_BANK
FX00000622,USD,CHF,1.090700,2025-10-26,CENTRAL_BANK
FX00000623,USD,CNY,0.143566,2025-10-26,MARKET
FX00000624,USD,EUR,1.140086,2025-10-25,MANUAL
FX00000625,USD,GBP,1.324449,2025-10-25,MANUAL
FX00000626,USD,JPY,0.008665,2025-10-25,MANUAL
FX00000627,USD,CAD,0.706177,2025-10-25,CENTRAL_BANK
FX00000628,USD,AUD,0.669190,2025-10-25,MANUAL
FX00000629,USD,CHF,1.070871,2025-10-25,MANUAL
FX00000630,USD,CNY,0.134624,2025-10-25,MANUAL
