account_id,customer_id,account_type,balance,currency,status,opened_date,last_transaction_date
ACC00000287,CUST000969,LOAN,24607.24,GBP,CLOSED,2027-02-17,2026-02-14
ACC00000288,CUST000993,LOAN,67095.50,CHF,ACTIVE,2026-07-30,2026-02-21
ACC00000289,CUST000878,CHECKING,73205.14,CHF,PENDING,2027-12-17,2026-01-30
ACC00000290,CUST000022,SAVINGS,16930.35,GBP,PENDING,2026-02-21,2026-02-06
ACC00000291,CUST000275,SAVINGS,82945.47,CAD,CLOSED,2025-07-10,2026-01-17
ACC00000292,CUST935238,CHECKING,52037.96,USD,ACTIVE,2026-01-27,2026-01-09
ACC00000293,CUST000698,INVESTMENT,35948.62,GBP,CLOSED,2026-05-27,2026-01-11
ACC00000294,CUST000096,CHECKING,40860.80,CNY,CLOSED,2025-05-20,2026-01-14
ACC00000295,CUST950887,LOAN,49206.19,AUD,CLOSED,2025-12-28,2026-02-12
ACC00000296,CUST000619,LOAN,88628.26,JPY,PENDING,2025-02-01,2026-01-27
ACC00000297,CUST000750,CHECKING,98022.66,USD,SUSPENDED,2026-12-03,2026-01-05
ACC00000298,CUST000670,CHECKING,76702.09,JPY,PENDING,2026-04-02,2025-12-26
ACC00000299,CUST000682,INVESTMENT,57682.00,GBP,CLOSED,2024-03-17,2026-01-14
ACC00000300,CUST000188,SAVINGS,99514.08,JPY,PENDING,2027-09-29,2025-12-31
ACC00000301,CUST000033,CHECKING,14475.49,CHF,SUSPENDED,2027-08-26,2026-02-13
ACC00000302,CUST000657,CREDIT,26380.51,CAD,SUSPENDED,2025-04-13,2026-01-01
ACC00000303,CUST000199,CHECKING,18465.31,EUR,SUSPENDED,2025-04-01,2026-01-22
ACC00000304,CUST000357,CREDIT,75456.56,GBP,SUSPENDED,2024-12-09,2026-01-22
ACC00000305,CUST000812,INVESTMENT,89132.34,GBP,PENDING,2025-12-05,2026-02-21
ACC00000306,CUST000531,SAVINGS,18141.86,USD,CLOSED,2026-01-20,2026-01-25
ACC00000307,CUST000102,CREDIT,82627.13,CAD,CLOSED,2026-04-12,2025-12-30
ACC00000308,CUST994443,SAVINGS,15941.53,JPY,SUSPENDED,2025-10-01,2026-02-13
ACC00000309,CUST000530,SAVINGS,61678.36,AUD,ACTIVE,2024-06-25,2025-12-26
ACC00000310,CUST000876,LOAN,73424.45,JPY,SUSPENDED,2025-01-08,2026-02-19
ACC00000311,CUST000833,SAVINGS,93242.79,JPY,SUSPENDED,2026-09-07,2026-01-10
ACC00000312,CUST000842,SAVINGS,48183.06,CNY,CLOSED,2027-08-22,2025-12-31
ACC00000313,CUST000118,SAVINGS,90572.96,AUD,CLOSED,2026-03-17,2026-01-28
ACC00000314,CUST000094,INVESTMENT,98560.91,CAD,ACTIVE,2026-03-24,2026-01-05
ACC00000315,CUST000154,CHECKING,67380.03,USD,PENDING,2025-03-06,2026-01-25
ACC00000316,CUST000829,CHECKING,13434.94,CHF,ACTIVE,2024-02-01,2026-01-24
ACC00000317,CUST000772,INVESTMENT,67832.96,AUD,ACTIVE,2026-02-13,2026-01-17
ACC00000318,CUST000133,SAVINGS,26828.34,USD,CLOSED,2024-09-26,2026-02-03
ACC00000319,CUST000011,CHECKING,89973.61,AUD,CLOSED,2025-04-19,2026-02-14
ACC00000320,CUST000837,CREDIT,41775.93,JPY,ACTIVE,2027-03-07,2026-01-28
ACC00000321,CUST000960,INVESTMENT,52230.31,GBP,PENDING,2025-12-19,2026-01-31
ACC00000322,CUST927754,CREDIT,34202.43,CHF,PENDING,2024-05-13,2026-02-11
ACC00000323,CUST000641,LOAN,12439.87,CNY,PENDING,2025-06-08,2025-12-26
ACC00000324,CUST000755,LOAN,10606.31,GBP,ACTIVE,2024-02-05,2026-01-24
ACC00000325,CUST000492,CHECKING,87497.72,JPY,ACTIVE,2025-11-24,2026-02-07
ACC00000326,CUST000700,INVESTMENT,27834.41,CNY,SUSPENDED,2026-10-13,2026-01-05
ACC00000327,CUST000503,SAVINGS,59450.11,USD,ACTIVE,2026-05-13,2026-01-17
ACC00000328,CUST000499,CREDIT,63298.67,CHF,SUSPENDED,2026-08-06,2026-01-20
ACC00000329,CUST000457,INVESTMENT,67701.41,EUR,SUSPENDED,2024-06-17,2025-12-31
ACC00000330,CUST000597,SAVINGS,34168.10,USD,ACTIVE,2026-12-12,2026-01-28
ACC00000331,CUST000258,CREDIT,91789.25,CNY,ACTIVE,2027-03-24,2026-01-10
ACC00000332,CUST000714,LOAN,61703.59,GBP,ACTIVE,2025-06-12,2026-01-17
ACC00000333,CUST000403,CHECKING,95606.43,CNY,PENDING,2026-03-27,2026-01-14
ACC00000334,CUST000252,CHECKING,86879.43,CNY,ACTIVE,2024-01-29,2026-01-17
ACC00000335,CUST000565,INVESTMENT,41744.33,CNY,CLOSED,2027-12-17,2026-02-09
ACC00000336,CUST000771,SAVINGS,98775.58,USD,ACTIVE,2027-02-27,2026-02-15
ACC00000337,CUST000869,CREDIT,47503.24,USD,ACTIVE,2024-04-05,2026-01-11
ACC00000338,CUST000663,CREDIT,12749.41,EUR,CLOSED,2024-12-13,2026-01-06
ACC00000339,CUST000261,LOAN,54356.65,AUD,CLOSED,2026-01-06,2026-01-08
ACC00000340,CUST000220,CHECKING,69908.45,JPY,SUSPENDED,2024-11-04,2026-01-19
ACC00000341,CUST000538,CREDIT,55685.05,CNY,PENDING,2026-07-22,2026-01-14
ACC00000342,CUST000272,CREDIT,53809.07,AUD,SUSPENDED,2024-02-25,2025-12-27
ACC00000343,CUST000593,CHECKING,77742.36,USD,SUSPENDED,2025-07-08,2025-12-30
ACC00000344,CUST000044,SAVINGS,69288.34,EUR,PENDING,2026-07-04,2026-01-16
ACC00000345,CUST000822,CHECKING,68623.88,CNY,PENDING,2025-10-01,2026-01-31
ACC00000346,CUST000405,LOAN,90086.81,CNY,ACTIVE,2024-10-20,2026-01-05
ACC00000347,CUST000049,LOAN,18305.08,AUD,ACTIVE,2026-10-09,2025-12-25
ACC00000348,CUST000830,LOAN,29548.19,CAD,SUSPENDED,2024-03-24,2026-01-04
ACC00000349,CUST000172,CHECKING,6727.19,AUD,CLOSED,2024-04-29,2026-01-06
,CUST939786,CREDIT,94297.76,CAD,PENDING,2026-08-25,2026-02-16
ACC00000351,CUST000312,CREDIT,63613.11,USD,ACTIVE,2027-12-30,2026-01-28
ACC00000352,CUST000229,INVESTMENT,26611.71,USD,ACTIVE,2024-01-26,2026-01-20
ACC00000353,CUST000224,INVESTMENT,88675.66,AUD,ACTIVE,2024-05-20,2026-01-21
ACC00000354,CUST000206,LOAN,55528.38,AUD,SUSPENDED,2025-06-18,2026-01-13
ACC00000355,CUST000567,CHECKING,75852.42,JPY,PENDING,2025-04-04,2026-01-10
ACC00000356,CUST000977,INVESTMENT,46546.48,AUD,SUSPENDED,2027-09-22,2026-01-26
ACC00000357,CUST000550,CHECKING,31465.43,CAD,PENDING,2025-02-05,2026-01-15
ACC00000358,CUST000584,CHECKING,66525.68,GBP,SUSPENDED,2026-03-17,2026-01-08
ACC00000359,CUST000047,LOAN,60497.66,CNY,ACTIVE,2027-09-22,2026-02-14
ACC00000360,CUST000719,CREDIT,97337.42,USD,SUSPENDED,2026-03-16,2025-12-26
ACC00000361,CUST922457,LOAN,48282.31,AUD,ACTIVE,2027-04-07,2026-02-13
ACC00000362,CUST000653,CHECKING,16983.44,GBP,CLOSED,2024-12-22,2026-02-17
ACC00000363,CUST000837,CREDIT,27321.38,AUD,CLOSED,2024-07-27,2025-12-26
ACC00000364,CUST000518,LOAN,75843.30,CHF,SUSPENDED,2024-07-28,2026-01-12
ACC00000365,CUST000387,LOAN,11937.58,CAD,PENDING,2027-12-25,2026-02-12
ACC00000366,CUST000722,CHECKING,31421.33,EUR,CLOSED,2027-11-12,2026-02-20
ACC00000367,CUST000550,LOAN,73668.00,CNY,PENDING,2024-11-05,2026-01-15
ACC00000368,CUST000532,LOAN,36211.13,CHF,SUSPENDED,2025-11-11,2026-02-04
ACC00000369,CUST000522,CHECKING,32783.01,CNY,PENDING,2025-06-22,2026-01-01
ACC00000370,CUST000686,CREDIT,25727.00,CNY,PENDING,2025-07-19,2026-02-18
ACC00000371,CUST000012,INVESTMENT,81460.65,CHF,PENDING,2026-04-26,2026-01-18
ACC00000372,CUST000952,SAVINGS,13693.81,GBP,ACTIVE,2025-04-20,2025-12-24
ACC00000373,CUST000887,CREDIT,94465.97,CHF,CLOSED,2024-05-04,2026-01-13
ACC00000374,CUST000962,SAVINGS,62736.06,CAD,CLOSED,2026-04-01,2026-01-13
ACC00000375,CUST000484,SAVINGS,50975.88,AUD,SUSPENDED,2026-03-02,2026-01-11
ACC00000376,CUST000751,SAVINGS,92015.54,GBP,CLOSED,2026-01-12,2026-02-04
ACC00000377,CUST000946,INVESTMENT,13827.15,GBP,CLOSED,2024-03-31,2026-01-31
ACC00000378,CUST000571,INVESTMENT,81373.62,AUD,ACTIVE,2024-04-02,2026-01-27
ACC00000379,CUST000914,SAVINGS,31525.67,CHF,ACTIVE,2027-01-02,2026-02-03
ACC00000380,CUST000814,INVESTMENT,54282.47,AUD,SUSPENDED,2025-01-18,2026-01-08
ACC00000381,CUST000652,LOAN,56500.96,EUR,CLOSED,2025-02-19,2025-12-29
ACC00000382,CUST000950,SAVINGS,14500.66,USD,CLOSED,2026-05-03,2026-01-27
ACC00000383,CUST000877,CHECKING,21363.16,CNY,ACTIVE,2026-05-29,2026-01-12
ACC00000384,CUST000480,SAVINGS,51255.12,CAD,PENDING,2026-03-19,2026-01-15
ACC00000385,CUST000029,SAVINGS,95461.90,CHF,SUSPENDED,2025-09-10,2026-02-02
ACC00000386,CUST000648,INVESTMENT,92118.32,CAD,ACTIVE,2027-08-10,2026-01-07
ACC00000387,CUST000849,CREDIT,7537.70,JPY,CLOSED,2026-01-03,2026-01-08
ACC00000388,CUST000408,LOAN,50689.28,CAD,CLOSED,2024-10-06,2025-12-23
ACC00000389,CUST000063,CREDIT,62022.77,AUD,CLOSED,2024-07-12,2026-01-03
ACC00000390,CUST000636,LOAN,84778.64,CAD,CLOSED,2025-10-03,2026-02-19
ACC00000391,CUST000678,CHECKING,35343.73,CHF,SUSPENDED,2024-09-07,2026-02-18
ACC00000392,CUST000077,INVESTMENT,63508.43,CAD,CLOSED,2025-02-13,2026-02-13
ACC00000393,CUST000726,SAVINGS,9001.64,CNY,ACTIVE,2025-08-17,2026-02-16
ACC00000394,CUST000860,INVESTMENT,98086.27,AUD,CLOSED,2027-11-12,2026-02-15
ACC00000395,CUST940966,LOAN,68309.96,CNY,ACTIVE,2025-06-04,2026-01-04
ACC00000396,CUST000290,SAVINGS,17284.59,CNY,CLOSED,2024-09-18,2026-01-13
ACC00000397,CUST000426,LOAN,82706.29,AUD,SUSPENDED,2026-06-27,2026-02-18
ACC00000398,CUST000296,INVESTMENT,54320.01,USD,ACTIVE,2024-09-29,2026-01-08
ACC00000399,CUST000379,SAVINGS,76711.69,GBP,ACTIVE,2027-04-28,2026-01-11
ACC00000400,CUST000047,CHECKING,90148.18,GBP,PENDING,2026-08-28,2026-01-12
ACC00000401,CUST000715,CREDIT,62023.52,EUR,ACTIVE,2024-11-20,2026-02-15
ACC00000402,CUST000907,CHECKING,38998.92,GBP,SUSPENDED,2025-09-17,2026-01-01
ACC00000403,CUST000644,INVESTMENT,28011.95,EUR,SUSPENDED,2025-10-14,2026-01-12
ACC00000404,CUST000493,CREDIT,70217.93,EUR,SUSPENDED,2026-03-30,2026-01-04
ACC00000405,CUST000548,CREDIT,28309.28,GBP,ACTIVE,2028-01-02,2026-02-10
ACC00000406,CUST928047,LOAN,20770.31,CAD,ACTIVE,2026-09-20,2026-01-12
ACC00000407,CUST917643,LOAN,44795.74,CAD,PENDING,2026-12-31,2026-01-22
ACC00000408,CUST000483,CHECKING,18128.83,GBP,PENDING,2025-05-01,2026-02-21
ACC00000409,CUST959780,CHECKING,36817.33,GBP,CLOSED,2026-01-11,2026-01-05
ACC00000410,CUST000434,SAVINGS,68778.53,CAD,SUSPENDED,2027-02-23,2026-01-11
ACC00000411,CUST000823,LOAN,43550.19,CHF,ACTIVE,2026-08-30,2026-01-25
ACC00000412,CUST000510,CREDIT,17093.38,JPY,SUSPENDED,2026-05-26,2026-01-24
ACC00000413,CUST000891,INVESTMENT,46461.29,EUR,ACTIVE,2027-01-10,2026-01-07
ACC00000414,CUST000693,CHECKING,6002.43,EUR,CLOSED,2025-04-14,2026-02-21
ACC00000415,CUST000300,LOAN,90892.27,CAD,PENDING,2024-09-19,2026-01-07
ACC00000416,CUST000556,LOAN,53448.20,GBP,SUSPENDED,2024-12-05,2026-01-29
ACC00000417,CUST000830,CREDIT,31038.06,CAD,PENDING,2024-03-02,2026-01-29
ACC00000418,CUST000911,LOAN,78860.63,JPY,PENDING,2026-08-09,2025-12-24
ACC00000419,CUST000196,SAVINGS,5761.73,CNY,CLOSED,2024-04-07,2026-02-17
ACC00000420,CUST000033,INVESTMENT,61068.04,JPY,PENDING,2025-10-07,2026-01-22
ACC00000421,CUST000499,INVESTMENT,66662.65,GBP,CLOSED,2027-04-14,2026-01-12
ACC00000422,CUST000475,CHECKING,29611.52,GBP,PENDING,2027-01-13,2026-01-10
ACC00000423,CUST000617,LOAN,57797.60,CHF,CLOSED,2024-06-06,2026-02-09
ACC00000424,CUST000210,CHECKING,86285.64,GBP,CLOSED,2027-02-25,2026-01-11
ACC00000425,CUST000198,CREDIT,20540.85,USD,PENDING,2027-02-23,2026-01-29
ACC00000426,CUST000954,CHECKING,58102.41,AUD,CLOSED,2027-03-08,2025-12-28
ACC00000427,CUST000489,CHECKING,31766.81,AUD,PENDING,2024-11-29,2026-01-22
ACC00000428,CUST990195,CHECKING,6179.49,CNY,SUSPENDED,2027-12-13,2026-01-12
ACC00000429,CUST000966,INVESTMENT,15162.08,AUD,SUSPENDED,2024-06-27,2026-02-15
ACC00000430,CUST000370,CHECKING,59444.56,CAD,PENDING,2026-05-13,2026-01-09
ACC00000431,CUST000845,CREDIT,62469.43,GBP,ACTIVE,2024-02-16,2025-12-28
ACC00000432,CUST000903,CREDIT,39111.55,CNY,ACTIVE,2026-09-14,2025-12-28
ACC00000433,CUST000985,LOAN,96561.94,USD,SUSPENDED,2025-01-19,2026-01-08
ACC00000434,CUST000951,SAVINGS,76077.85,USD,ACTIVE,2027-01-07,2026-01-14
ACC00000435,CUST980373,LOAN,41200.90,USD,SUSPENDED,2024-12-19,2026-01-11
ACC00000436,CUST000119,CHECKING,47514.79,CNY,PENDING,2024-08-10,2026-02-03
ACC00000437,CUST000020,INVESTMENT,4456.46,AUD,PENDING,2025-10-20,2026-01-04
ACC00000438,CUST000698,CREDIT,8456.59,CHF,PENDING,2027-04-11,2026-01-12
ACC00000439,CUST000905,LOAN,18977.13,JPY,SUSPENDED,2025-08-01,2026-01-19
ACC00000440,CUST000419,CREDIT,1091.31,USD,ACTIVE,2025-06-19,2025-12-24
ACC00000441,CUST922128,INVESTMENT,85607.78,CAD,ACTIVE,2025-01-21,2026-02-09
ACC00000442,CUST942505,LOAN,18144.54,AUD,ACTIVE,2024-07-11,2026-01-16
ACC00000443,CUST000203,CHECKING,45622.77,CNY,ACTIVE,2025-08-21,2026-02-03
ACC00000444,CUST000453,INVESTMENT,81049.24,AUD,PENDING,2026-09-19,2026-01-06
ACC00000445,CUST000369,CHECKING,73028.29,CNY,SUSPENDED,2027-10-07,2026-02-07
ACC00000446,CUST000429,LOAN,94361.85,CNY,SUSPENDED,2024-02-16,2026-01-26
ACC00000447,CUST000622,SAVINGS,98185.69,CAD,SUSPENDED,2025-02-01,2026-02-17
ACC00000448,CUST000667,INVESTMENT,74747.21,AUD,PENDING,2027-06-14,2026-01-24
ACC00000449,CUST000883,CHECKING,35196.55,CAD,ACTIVE,2026-11-21,2026-01-28
ACC00000450,CUST000982,CHECKING,93560.15,GBP,PENDING,2027-06-12,2026-01-22
ACC00000451,CUST000081,CREDIT,26998.91,GBP,SUSPENDED,2026-11-22,2026-01-17
ACC00000452,CUST000045,LOAN,61556.26,GBP,SUSPENDED,2026-11-26,2025-12-25
ACC00000453,CUST919483,LOAN,79908.56,GBP,ACTIVE,2024-06-06,2026-02-20
ACC00000454,CUST000027,LOAN,53329.86,GBP,ACTIVE,2027-11-17,2026-02-16
ACC00000455,CUST000317,SAVINGS,46752.74,USD,PENDING,2028-01-02,2026-02-05
ACC00000456,CUST907522,INVESTMENT,36306.98,JPY,ACTIVE,2024-10-10,2026-02-10
ACC00000457,CUST000669,CHECKING,36948.61,AUD,CLOSED,2025-08-20,2026-01-19
ACC00000458,CUST000501,CREDIT,34521.67,CAD,PENDING,2026-10-02,2026-01-20
ACC00000459,CUST000072,CREDIT,33559.64,EUR,SUSPENDED,2024-12-25,2026-02-01
ACC00000460,CUST000146,INVESTMENT,73417.99,AUD,SUSPENDED,2025-10-07,2026-02-02
ACC00000461,CUST000094,CREDIT,7606.56,USD,SUSPENDED,2026-06-02,2026-02-11
ACC00000462,CUST000405,CREDIT,854.42,GBP,CLOSED,2025-07-06,2026-02-02
ACC00000463,CUST921778,CREDIT,91267.83,USD,PENDING,2027-11-22,2025-12-27
ACC00000464,CUST000165,INVESTMENT,83230.45,JPY,ACTIVE,2024-06-03,2026-01-04
ACC00000465,CUST000337,CREDIT,25720.75,CNY,ACTIVE,2026-08-28,2026-01-18
ACC00000466,CUST000086,SAVINGS,96527.63,CNY,SUSPENDED,2024-02-15,2026-01-01
ACC00000467,CUST000982,CREDIT,3380.52,CHF,PENDING,2027-12-09,2026-01-04
ACC00000468,CUST000122,CREDIT,86954.97,GBP,CLOSED,2026-07-19,2026-01-06
ACC00000469,CUST000595,SAVINGS,28189.69,EUR,SUSPENDED,2026-05-10,2026-01-18
ACC00000470,CUST000360,CREDIT,25106.10,AUD,SUSPENDED,2025-12-20,2026-02-02
ACC00000471,CUST000007,LOAN,60520.06,CHF,SUSPENDED,2027-08-15,2025-12-29
ACC00000472,CUST000823,CREDIT,44778.92,USD,CLOSED,2024-11-17,2026-02-09
ACC00000473,CUST000417,CHECKING,12458.67,AUD,ACTIVE,2027-02-20,2026-01-30
ACC00000474,CUST000533,LOAN,80307.73,CAD,ACTIVE,2027-09-06,2026-01-25
ACC00000475,CUST000810,LOAN,87736.65,EUR,PENDING,2027-04-06,2026-02-11
ACC00000476,CUST000088,LOAN,22829.99,JPY,CLOSED,2026-02-07,2025-12-31
ACC00000477,CUST000367,CHECKING,91326.04,CNY,SUSPENDED,2027-12-14,2026-01-09
ACC00000478,CUST000872,SAVINGS,49160.54,CAD,SUSPENDED,2024-10-24,2026-01-13
ACC00000479,CUST000888,INVESTMENT,21100.41,JPY,ACTIVE,2027-03-29,2026-01-29
ACC00000480,CUST000968,CHECKING,89256.41,CAD,CLOSED,2025-02-27,2026-02-11
ACC00000481,CUST905804,LOAN,11921.52,USD,ACTIVE,2027-03-05,2026-02-02
ACC00000482,CUST000206,CHECKING,20510.83,CHF,SUSPENDED,2026-01-10,2026-01-29
ACC00000483,CUST000686,SAVINGS,95689.83,CAD,CLOSED,2025-07-31,2026-01-22
ACC00000484,CUST000537,LOAN,92149.82,AUD,PENDING,2026-03-01,2026-02-21
ACC00000485,CUST000251,CREDIT,55723.35,CAD,CLOSED,2026-04-18,2026-01-23
ACC00000486,CUST000145,SAVINGS,35722.75,CAD,SUSPENDED,2027-01-18,2026-01-31
ACC00000487,CUST000891,CREDIT,66388.65,GBP,PENDING,2026-08-09,2026-02-11
ACC00000488,CUST000977,CREDIT,98860.65,CHF,SUSPENDED,2026-02-09,2026-01-27
ACC00000489,CUST000341,LOAN,69435.89,GBP,ACTIVE,2026-01-03,2026-01-30
ACC00000490,CUST000537,CHECKING,83063.49,CHF,PENDING,2024-12-11,2025-12-31
ACC00000491,CUST000314,SAVINGS,1257.24,CNY,CLOSED,2026-01-09,2026-01-09
ACC00000492,CUST000472,LOAN,61568.91,JPY,PENDING,2027-12-07,2026-01-25
ACC00000493,CUST000492,LOAN,85257.27,CAD,SUSPENDED,2025-02-10,2026-01-01
ACC00000494,CUST000454,CHECKING,40704.78,GBP,CLOSED,2026-01-23,2026-02-18
ACC00000495,CUST000779,CREDIT,55297.45,CAD,CLOSED,2027-06-22,2026-02-17
ACC00000496,CUST000578,CHECKING,29672.52,CHF,ACTIVE,2026-04-22,2026-01-28
ACC00000497,CUST000945,INVESTMENT,25173.24,CHF,ACTIVE,2025-02-26,2026-01-25
ACC00000498,CUST993403,CREDIT,70342.56,CHF,CLOSED,2025-11-15,2026-01-25
ACC00000499,CUST000532,SAVINGS,31362.39,CHF,PENDING,2025-08-12,2026-02-18
ACC00000500,CUST000766,LOAN,65395.08,JPY,ACTIVE,2026-11-11,2026-02-17
ACC00000501,CUST000889,INVESTMENT,47003.26,GBP,CLOSED,2025-05-18,2026-02-18
ACC00000502,CUST000313,SAVINGS,54442.94,AUD,PENDING,2024-02-23,2026-02-09
ACC00000503,CUST000074,INVESTMENT,97971.22,CHF,ACTIVE,2025-07-19,2026-01-12
ACC00000504,CUST000517,LOAN,78164.01,CHF,ACTIVE,2025-03-03,2026-01-23
ACC00000505,CUST000403,CHECKING,86767.02,CAD,CLOSED,2027-03-23,2026-01-15
ACC00000506,CUST000134,LOAN,23652.93,JPY,ACTIVE,2026-10-27,2025-12-29
ACC00000507,CUST000885,LOAN,2838.12,GBP,PENDING,2026-09-21,2026-02-14
ACC00000508,CUST000216,SAVINGS,37151.04,CAD,CLOSED,2027-01-25,2026-02-10
ACC00000509,CUST938731,CREDIT,24063.92,JPY,PENDING,2026-04-21,2025-12-25
ACC00000510,CUST000756,CREDIT,29556.14,CHF,ACTIVE,2025-12-31,2026-02-09
ACC00000511,CUST000006,CHECKING,34841.98,CAD,PENDING,2024-02-24,2026-01-16
ACC00000512,CUST000310,CHECKING,31728.07,CHF,PENDING,2025-11-24,2026-01-27
ACC00000513,CUST000458,LOAN,3317.38,JPY,PENDING,2027-11-26,2026-01-31
ACC00000514,CUST000345,CHECKING,17752.47,EUR,ACTIVE,2027-06-28,2026-02-21
ACC00000515,CUST000223,CREDIT,92581.38,EUR,ACTIVE,2026-07-16,2026-01-14
ACC00000516,CUST000211,INVESTMENT,1399.72,AUD,CLOSED,2025-11-09,2026-02-12
ACC00000517,CUST000077,CHECKING,51496.90,GBP,SUSPENDED,2026-10-14,2026-02-16
ACC00000518,CUST000645,SAVINGS,9023.85,JPY,PENDING,2028-01-17,2026-01-01
ACC00000519,CUST000336,CREDIT,52452.07,USD,SUSPENDED,2027-02-05,2025-12-25
ACC00000520,CUST000804,SAVINGS,26590.89,JPY,ACTIVE,2027-07-12,2026-01-12
ACC00000521,CUST000655,INVESTMENT,31034.61,JPY,CLOSED,2025-07-24,2026-01-03
ACC00000522,CUST000050,SAVINGS,63163.27,USD,SUSPENDED,2027-10-28,2026-02-18
ACC00000523,CUST940479,SAVINGS,18650.20,EUR,PENDING,2027-04-06,2025-12-23
ACC00000524,CUST000594,SAVINGS,27849.54,JPY,ACTIVE,2025-09-15,2026-02-19
ACC00000525,,CHECKING,31445.17,EUR,CLOSED,2024-05-27,2026-02-11
ACC00000526,CUST000740,LOAN,90873.04,AUD,PENDING,2025-06-08,2026-02-18
ACC00000527,CUST000104,CHECKING,2446.22,AUD,ACTIVE,2026-05-05,2026-01-12
ACC00000528,CUST000290,SAVINGS,24522.69,CHF,ACTIVE,2027-12-01,2025-12-28
ACC00000529,CUST000891,CREDIT,25028.11,JPY,PENDING,2024-05-22,2026-02-16
ACC00000530,CUST000428,LOAN,24458.41,CAD,ACTIVE,2027-02-16,2026-02-15
ACC00000531,CUST000120,CREDIT,24796.35,CHF,SUSPENDED,2027-07-31,2026-02-15
ACC00000532,CUST000335,INVESTMENT,13535.09,GBP,SUSPENDED,2025-06-24,2026-01-04
ACC00000533,CUST000828,CHECKING,17420.35,CAD,CLOSED,2027-12-11,2025-12-25
ACC00000534,CUST000308,LOAN,74701.97,CHF,ACTIVE,2027-04-30,2025-12-25
ACC00000535,CUST000483,CHECKING,70950.90,EUR,ACTIVE,2025-10-20,2026-01-22
ACC00000536,CUST000816,LOAN,87930.89,EUR,CLOSED,2026-03-05,2025-12-23
ACC00000537,CUST000998,LOAN,41651.15,JPY,SUSPENDED,2024-06-27,2025-12-30
ACC00000538,CUST000338,CREDIT,85956.29,GBP,PENDING,2024-04-22,2026-01-15
ACC00000539,CUST000049,INVESTMENT,34829.69,CNY,PENDING,2027-03-12,2025-12-26
ACC00000540,CUST000132,INVESTMENT,53540.55,EUR,CLOSED,2027-01-01,2026-02-17
ACC00000541,CUST000634,CHECKING,63208.65,JPY,PENDING,2027-06-19,2026-01-30
ACC00000542,CUST000149,LOAN,62756.71,CHF,PENDING,2024-07-04,2025-12-25
ACC00000543,CUST000196,CHECKING,53816.30,USD,PENDING,2026-12-19,2026-02-05
ACC00000544,CUST000134,LOAN,30297.97,AUD,CLOSED,2025-09-12,2025-12-29
ACC00000545,CUST000839,CHECKING,26775.31,EUR,CLOSED,2025-02-17,2026-01-04
ACC00000546,CUST000269,SAVINGS,55859.29,USD,SUSPENDED,2027-08-17,2025-12-23
ACC00000547,CUST000967,CREDIT,46294.81,CNY,ACTIVE,2026-02-02,2026-01-01
ACC00000548,CUST000762,LOAN,5062.90,EUR,SUSPENDED,2024-10-17,2026-01-04
ACC00000549,CUST000399,LOAN,87643.90,CHF,PENDING,2025-12-29,2026-02-14
ACC00000550,CUST000040,CHECKING,92745.04,EUR,SUSPENDED,2025-09-16,2026-01-19
ACC00000551,CUST000870,SAVINGS,43926.19,GBP,PENDING,2025-06-10,2026-02-02
ACC00000552,CUST000723,CREDIT,38926.74,USD,ACTIVE,2027-01-10,2025-12-26
ACC00000553,CUST000589,CHECKING,34571.73,JPY,SUSPENDED,2027-11-16,2026-01-23
ACC00000554,CUST000599,SAVINGS,94277.54,JPY,PENDING,2026-01-27,2026-01-10
ACC00000555,CUST000978,CHECKING,23994.92,GBP,ACTIVE,2024-01-25,2026-01-24
ACC00000556,CUST000656,INVESTMENT,59813.87,JPY,CLOSED,2024-01-23,2026-01-28
ACC00000557,CUST000762,LOAN,26296.50,USD,PENDING,2026-10-21,2026-01-09
ACC00000558,CUST000293,CHECKING,79689.43,AUD,CLOSED,2025-11-18,2026-02-06
ACC00000559,CUST945734,CREDIT,37342.51,USD,CLOSED,2027-07-24,2026-01-09
ACC00000560,CUST000462,CREDIT,24050.58,USD,CLOSED,2024-10-16,2026-02-17
ACC00000561,CUST000813,LOAN,82982.14,AUD,ACTIVE,2027-04-29,2026-01-21
ACC00000562,CUST000928,SAVINGS,22135.65,AUD,ACTIVE,2025-03-04,2026-02-14
ACC00000563,CUST000529,LOAN,47550.12,AUD,ACTIVE,2026-07-28,2025-12-23
ACC00000564,CUST000525,SAVINGS,15839.81,JPY,ACTIVE,2026-06-27,2026-02-07
ACC00000565,CUST000667,CHECKING,46477.33,CNY,CLOSED,2027-04-12,2026-02-09
ACC00000566,CUST000629,LOAN,82926.40,AUD,CLOSED,2026-06-26,2026-02-16
ACC00000567,CUST000625,INVESTMENT,30684.69,CHF,CLOSED,2026-04-16,2026-02-02
ACC00000568,CUST000074,INVESTMENT,48622.21,EUR,PENDING,2026-08-20,2026-01-30
ACC00000569,CUST000992,SAVINGS,87819.15,GBP,ACTIVE,2025-05-16,2026-01-23
ACC00000570,CUST000511,LOAN,72932.42,JPY,SUSPENDED,2024-06-11,2026-02-04
ACC00000571,CUST000258,CHECKING,79315.40,EUR,PENDING,2025-04-02,2025-12-25
ACC00000572,CUST000329,SAVINGS,86625.14,GBP,ACTIVE,2026-12-10,2026-01-19
ACC00000573,CUST000268,CHECKING,46138.08,EUR,CLOSED,2025-05-29,2025-12-25
