balance_id,account_id,balance_date,opening_balance,closing_balance,currency
BAL0000004875,ACC00000163,2026-01-08,43534.30,44074.86,JPY
BAL0000004876,ACC00000163,2026-01-07,44074.86,43220.62,JPY
BAL0000004877,ACC00000163,2026-01-06,43220.62,42347.47,JPY
BAL0000004878,ACC00000163,2026-01-05,42347.47,43073.13,JPY
BAL0000004879,ACC00000163,2026-01-04,43073.13,43776.83,JPY
BAL0000004880,ACC00000163,2026-01-03,43776.83,43880.10,JPY
BAL0000004881,ACC00000163,2026-01-02,43880.10,43325.67,JPY
BAL0000004882,ACC00000163,2026-01-01,43325.67,42898.79,JPY
BAL0000004883,ACC00000163,2025-12-31,42898.79,43215.48,JPY
BAL0000004884,ACC00000163,2025-12-30,43215.48,42440.69,JPY
BAL0000004885,ACC00000163,2025-12-29,42440.69,42157.76,JPY
BAL0000004886,ACC00000163,2025-12-28,42157.76,41547.86,JPY
BAL0000004887,ACC00000163,2025-12-27,41547.86,40777.04,JPY
BAL0000004888,ACC00000163,2025-12-26,40777.04,40213.39,JPY
BAL0000004889,ACC00000163,2025-12-25,40213.39,41057.50,JPY
BAL0000004890,ACC00000163,2025-12-24,41057.50,40305.28,JPY
BAL0000004891,ACC00000164,2026-01-22,8895.63,9701.30,AUD
BAL0000004892,ACC00000164,2026-01-21,9701.30,9974.57,AUD
BAL0000004893,ACC00000164,2026-01-20,9974.57,9445.59,AUD
BAL0000004894,ACC00000164,2026-01-19,9445.59,9018.99,AUD
BAL0000004895,ACC00000164,2026-01-18,9018.99,8638.84,AUD
BAL0000004896,ACC00000164,2026-01-17,8638.84,9333.60,AUD
BAL0000004897,ACC00000164,2026-01-16,9333.60,9668.89,AUD
BAL0000004898,ACC00000164,2026-01-15,9668.89,10648.84,AUD
BAL0000004899,ACC00000164,2026-01-14,10648.84,11497.87,AUD
BAL0000004900,ACC00000164,2026-01-13,11497.87,11623.36,AUD
BAL0000004901,ACC00000164,2026-01-12,11623.36,12137.79,AUD
BAL0000004902,ACC00000164,2026-01-11,12137.79,11909.90,AUD
BAL0000004903,ACC00000164,2026-01-10,11909.90,12136.61,AUD
BAL0000004904,ACC00000164,2026-01-09,12136.61,12873.85,AUD
BAL0000004905,ACC00000164,2026-01-08,12873.85,12636.21,AUD
BAL0000004906,ACC00000164,2026-01-07,12636.21,12170.95,AUD
BAL0000004907,ACC00000164,2026-01-06,12170.95,12880.36,AUD
BAL0000004908,ACC00000164,2026-01-05,12880.36,12433.60,AUD
BAL0000004909,ACC00000164,2026-01-04,12433.60,13200.70,AUD
BAL0000004910,ACC00000164,2026-01-03,13200.70,12538.08,AUD
BAL0000004911,ACC00000164,2026-01-02,12538.08,13056.33,AUD
BAL0000004912,ACC00000164,2026-01-01,13056.33,13449.61,AUD
BAL0000004913,ACC00000164,2025-12-31,13449.61,13860.04,AUD
BAL0000004914,ACC00000164,2025-12-30,13860.04,14791.36,AUD
BAL0000004915,ACC00000164,2025-12-29,14791.36,14377.12,AUD
BAL0000004916,ACC00000164,2025-12-28,14377.12,13412.54,AUD
BAL0000004917,ACC00000164,2025-12-27,13412.54,13984.44,AUD
BAL0000004918,ACC00000164,2025-12-26,13984.44,14262.90,AUD
BAL0000004919,ACC00000164,2025-12-25,14262.90,14027.47,AUD
BAL0000004920,ACC00000164,2025-12-24,14027.47,13266.25,AUD
BAL0000004921,ACC00000165,2026-01-22,20726.38,20488.61,CHF
BAL0000004922,ACC00000165,2026-01-21,20488.61,19831.31,CHF
BAL0000004923,ACC00000165,2026-01-20,19831.31,19164.36,CHF
BAL0000004924,ACC00000165,2026-01-19,19164.36,18692.84,CHF
BAL0000004925,ACC00000165,2026-01-18,18692.84,17749.73,CHF
BAL0000004926,ACC00000165,2026-01-17,17749.73,18057.64,CHF
BAL0000004927,ACC00000165,2026-01-16,18057.64,17710.37,CHF
BAL0000004928,ACC00000165,2026-01-15,17710.37,16875.28,CHF
BAL0000004929,ACC00000165,2026-01-14,16875.28,16111.14,CHF
BAL0000004930,ACC00000165,2026-01-13,16111.14,15899.07,CHF
BAL0000004931,ACC00000165,2026-01-12,15899.07,15595.76,CHF
BAL0000004932,ACC00000165,2026-01-11,15595.76,16062.96,CHF
BAL0000004933,ACC00000165,2026-01-10,16062.96,17052.02,CHF
BAL0000004934,ACC00000165,2026-01-09,17052.02,16151.94,CHF
BAL0000004935,ACC00000165,2026-01-08,16151.94,15508.15,CHF
BAL0000004936,ACC00000165,2026-01-07,15508.15,15269.59,CHF
BAL0000004937,ACC00000165,2026-01-06,15269.59,15293.87,CHF
BAL0000004938,ACC00000165,2026-01-05,15293.87,14846.89,CHF
BAL0000004939,ACC00000165,2026-01-04,14846.89,15844.57,CHF
BAL0000004940,ACC00000165,2026-01-03,15844.57,16139.43,CHF
BAL0000004941,ACC00000165,2026-01-02,16139.43,15183.18,CHF
BAL0000004942,ACC00000165,2026-01-01,15183.18,15731.78,CHF
BAL0000004943,ACC00000165,2025-12-31,15731.78,15096.43,CHF
BAL0000004944,ACC00000165,2025-12-30,15096.43,14905.37,CHF
BAL0000004945,ACC00000165,2025-12-29,14905.37,15070.35,CHF
BAL0000004946,ACC00000165,2025-12-28,15070.35,15852.34,CHF
BAL0000004947,ACC00000165,2025-12-27,15852.34,15787.20,CHF
BAL0000004948,ACC00000165,2025-12-26,15787.20,16567.06,CHF
BAL0000004949,ACC00000165,2025-12-25,16567.06,15608.19,CHF
BAL0000004950,ACC00000165,2025-12-24,15608.19,16423.36,CHF
BAL0000004951,ACC00000166,2026-01-22,40568.44,40157.22,CNY
BAL0000004952,ACC00000166,2026-01-21,40157.22,40952.20,CNY
BAL0000004953,ACC00000166,2026-01-20,40952.20,41702.01,CNY
BAL0000004954,ACC00000166,2026-01-19,41702.01,40817.90,CNY
BAL0000004955,ACC00000166,2026-01-18,40817.90,41159.59,CNY
BAL0000004956,ACC00000166,2026-01-17,41159.59,40712.63,CNY
BAL0000004957,ACC00000166,2026-01-16,40712.63,41480.63,CNY
BAL0000004958,ACC00000166,2026-01-15,41480.63,40868.01,CNY
BAL0000004959,ACC00000166,2026-01-14,40868.01,41625.55,CNY
BAL0000004960,ACC00000166,2026-01-13,41625.55,41945.95,CNY
BAL0000004961,ACC00000166,2026-01-12,41945.95,41650.89,CNY
BAL0000004962,ACC00000166,2026-01-11,41650.89,42511.81,CNY
BAL0000004963,ACC00000166,2026-01-10,42511.81,43339.01,CNY
BAL0000004964,ACC00000166,2026-01-09,43339.01,44023.89,CNY
BAL0000004965,ACC00000166,2026-01-08,44023.89,43120.38,CNY
BAL0000004966,ACC00000166,2026-01-07,43120.38,43109.84,CNY
BAL0000004967,ACC00000166,2026-01-06,43109.84,43794.56,CNY
BAL0000004968,ACC00000166,2026-01-05,43794.56,44115.35,CNY
BAL0000004969,ACC00000166,2026-01-04,44115.35,44027.03,CNY
BAL0000004970,ACC00000166,2026-01-03,44027.03,44201.83,CNY
BAL0000004971,ACC00000166,2026-01-02,44201.83,43796.01,CNY
BAL0000004972,ACC00000166,2026-01-01,43796.01,43427.75,CNY
BAL0000004973,ACC00000166,2025-12-31,43427.75,42432.01,CNY
BAL0000004974,ACC00000166,2025-12-30,42432.01,42710.14,CNY
BAL0000004975,ACC00000166,2025-12-29,42710.14,42379.91,CNY
BAL0000004976,ACC00000166,2025-12-28,42379.91,41829.89,CNY
BAL0000004977,ACC00000166,2025-12-27,41829.89,42335.84,CNY
BAL0000004978,ACC00000166,2025-12-26,42335.84,42994.63,CNY
BAL0000004979,ACC00000166,2025-12-25,42994.63,42219.68,CNY
BAL0000004980,ACC00000166,2025-12-24,42219.68,41631.67,CNY
BAL0000004981,ACC00000167,2026-01-22,8809.13,9363.70,EUR
BAL0000004982,ACC00000167,2026-01-21,9363.70,10257.02,EUR
BAL0000004983,ACC00000167,2026-01-20,10257.02,10697.16,EUR
BAL0000004984,ACC00000167,2026-01-19,10697.16,9985.33,EUR
BAL0000004985,ACC00000167,2026-01-18,9985.33,9628.42,EUR
BAL0000004986,ACC00000167,2026-01-17,9628.42,9101.19,EUR
BAL0000004987,ACC00000167,2026-01-16,9101.19,9916.14,EUR
BAL0000004988,ACC00000167,2026-01-15,9916.14,9428.58,EUR
BAL0000004989,ACC00000167,2026-01-14,9428.58,8508.14,EUR
BAL0000004990,ACC00000167,2026-01-13,8508.14,8032.86,EUR
BAL0000004991,ACC00000167,2026-01-12,8032.86,8127.53,EUR
BAL0000004992,ACC00000167,2026-01-11,8127.53,7299.92,EUR
BAL0000004993,ACC00000167,2026-01-10,7299.92,6907.63,EUR
BAL0000004994,ACC00000167,2026-01-09,6907.63,6407.54,EUR
BAL0000004995,ACC00000167,2026-01-08,6407.54,6736.16,EUR
BAL0000004996,ACC00000167,2026-01-07,6736.16,6137.80,EUR
BAL0000004997,ACC00000167,2026-01-06,6137.80,5405.91,EUR
BAL0000004998,ACC00000167,2026-01-05,5405.91,5881.00,EUR
BAL0000004999,ACC00000167,2026-01-04,5881.00,6498.61,EUR
BAL0000005000,ACC00000167,2026-01-03,6498.61,6514.83,EUR
BAL0000005001,ACC00000167,2026-01-02,6514.83,5778.27,EUR
BAL0000005002,ACC00000167,2026-01-01,5778.27,6730.80,EUR
BAL0000005003,ACC00000167,2025-12-31,6730.80,5885.27,EUR
BAL0000005004,ACC00000167,2025-12-30,5885.27,5777.66,EUR
BAL0000005005,ACC00000167,2025-12-29,5777.66,5038.36,EUR
BAL0000005006,ACC00000167,2025-12-28,5038.36,5082.43,EUR
BAL0000005007,ACC00000167,2025-12-27,5082.43,5558.38,EUR
BAL0000005008,ACC00000167,2025-12-26,5558.38,5134.43,EUR
BAL0000005009,ACC00000167,2025-12-25,5134.43,5950.52,EUR
BAL0000005010,ACC00000167,2025-12-24,5950.52,6678.81,EUR
BAL0000005011,ACC00000168,2026-01-22,86158.41,85694.72,AUD
BAL0000005012,ACC00000168,2026-01-21,85694.72,85533.79,AUD
BAL0000005013,ACC00000168,2026-01-20,85533.79,85388.05,AUD
BAL0000005014,ACC00000168,2026-01-19,85388.05,85096.65,AUD
BAL0000005015,ACC00000168,2026-01-18,85096.65,85615.60,AUD
BAL0000005016,ACC00000168,2026-01-17,85615.60,86288.96,AUD
BAL0000005017,ACC00000168,2026-01-16,86288.96,86667.31,AUD
BAL0000005018,ACC00000168,2026-01-15,86667.31,87069.36,AUD
BAL0000005019,ACC00000168,2026-01-14,87069.36,86682.96,AUD
BAL0000005020,ACC00000168,2026-01-13,86682.96,85856.86,AUD
BAL0000005021,ACC00000168,2026-01-12,85856.86,85528.25,AUD
BAL0000005022,ACC00000168,2026-01-11,85528.25,86460.88,AUD
BAL0000005023,ACC00000168,2026-01-10,86460.88,86422.73,AUD
BAL0000005024,ACC00000168,2026-01-09,86422.73,87366.60,AUD
BAL0000005025,ACC00000168,2026-01-08,87366.60,87099.14,AUD
BAL0000005026,ACC00000168,2026-01-07,87099.14,86646.23,AUD
BAL0000005027,ACC00000168,2026-01-06,86646.23,86346.85,AUD
BAL0000005028,ACC00000168,2026-01-05,86346.85,87300.03,AUD
BAL0000005029,ACC00000168,2026-01-04,87300.03,86877.26,AUD
BAL0000005030,ACC00000168,2026-01-03,86877.26,87488.10,AUD
BAL0000005031,ACC00000168,2026-01-02,87488.10,88429.80,AUD
BAL0000005032,ACC00000168,2026-01-01,88429.80,88115.62,AUD
BAL0000005033,ACC00000168,2025-12-31,88115.62,88053.92,AUD
BAL0000005034,ACC00000168,2025-12-30,88053.92,87712.19,AUD
BAL0000005035,ACC00000168,2025-12-29,87712.19,88349.14,AUD
BAL0000005036,ACC00000168,2025-12-28,88349.14,87931.03,AUD
BAL0000005037,ACC00000168,2025-12-27,87931.03,88037.99,AUD
BAL0000005038,ACC00000168,2025-12-26,88037.99,88807.62,AUD
BAL0000005039,ACC00000168,2025-12-25,88807.62,89584.72,AUD
BAL0000005040,ACC00000168,2025-12-24,89584.72,88981.57,AUD
BAL0000005041,ACC00000169,2026-01-22,19625.65,19396.29,JPY
BAL0000005042,ACC00000169,2026-01-21,19396.29,19932.38,JPY
BAL0000005043,ACC00000169,2026-01-20,19932.38,20576.89,JPY
BAL0000005044,ACC00000169,2026-01-19,20576.89,21523.18,JPY
BAL0000005045,ACC00000169,2026-01-18,21523.18,22296.60,JPY
BAL0000005046,ACC00000169,2026-01-17,22296.60,21521.00,JPY
BAL0000005047,ACC00000169,2026-01-16,21521.00,22128.81,JPY
BAL0000005048,ACC00000169,2026-01-15,22128.81,21977.45,JPY
BAL0000005049,ACC00000169,2026-01-14,21977.45,22643.52,JPY
BAL0000005050,ACC00000169,2026-01-13,22643.52,22736.62,JPY
BAL0000005051,ACC00000169,2026-01-12,22736.62,22404.05,JPY
BAL0000005052,ACC00000169,2026-01-11,22404.05,22264.59,JPY
BAL0000005053,ACC00000169,2026-01-10,22264.59,22073.39,JPY
BAL0000005054,ACC00000169,2026-01-09,22073.39,21277.14,JPY
BAL0000005055,ACC00000169,2026-01-08,21277.14,21640.12,JPY
BAL0000005056,ACC00000169,2026-01-07,21640.12,21652.56,JPY
BAL0000005057,ACC00000169,2026-01-06,21652.56,21223.96,JPY
BAL0000005058,ACC00000169,2026-01-05,21223.96,20371.38,JPY
BAL0000005059,ACC00000169,2026-01-04,20371.38,20744.53,JPY
BAL0000005060,ACC00000169,2026-01-03,20744.53,21252.41,JPY
BAL0000005061,ACC00000169,2026-01-02,21252.41,21002.00,JPY
BAL0000005062,ACC00000169,2026-01-01,21002.00,21011.41,JPY
BAL0000005063,ACC00000169,2025-12-31,21011.41,20816.50,JPY
BAL0000005064,ACC00000169,2025-12-30,20816.50,20846.56,JPY
BAL0000005065,ACC00000169,2025-12-29,20846.56,21490.19,JPY
BAL0000005066,ACC00000169,2025-12-28,21490.19,20654.90,JPY
BAL0000005067,ACC00000169,2025-12-27,20654.90,19738.19,JPY
BAL0000005068,ACC00000169,2025-12-26,19738.19,20430.26,JPY
BAL0000005069,ACC00000169,2025-12-25,20430.26,19864.70,JPY
BAL0000005070,ACC00000169,2025-12-24,19864.70,19602.80,JPY
BAL0000005071,ACC00000170,2026-01-22,42067.82,42743.74,CAD
BAL0000005072,ACC00000170,2026-01-21,42743.74,42404.35,CAD
BAL0000005073,ACC00000170,2026-01-20,42404.35,41528.59,CAD
BAL0000005074,ACC00000170,2026-01-19,41528.59,41161.13,CAD
BAL0000005075,ACC00000170,2026-01-18,41161.13,41631.92,CAD
BAL0000005076,ACC00000170,2026-01-17,41631.92,42293.30,CAD
BAL0000005077,ACC00000170,2026-01-16,42293.30,43091.92,CAD
BAL0000005078,ACC00000170,2026-01-15,43091.92,43148.23,CAD
BAL0000005079,ACC00000170,2026-01-14,43148.23,43190.89,CAD
BAL0000005080,ACC00000170,2026-01-13,43190.89,44117.03,CAD
BAL0000005081,ACC00000170,2026-01-12,44117.03,43550.07,CAD
BAL0000005082,ACC00000170,2026-01-11,43550.07,42576.78,CAD
BAL0000005083,ACC00000170,2026-01-10,42576.78,43355.31,CAD
BAL0000005084,ACC00000170,2026-01-09,43355.31,43971.90,CAD
BAL0000005085,ACC00000170,2026-01-08,43971.90,43130.83,CAD
BAL0000005086,ACC00000170,2026-01-07,43130.83,42734.32,CAD
BAL0000005087,ACC00000170,2026-01-06,42734.32,42168.87,CAD
BAL0000005088,ACC00000170,2026-01-05,42168.87,41753.32,CAD
BAL0000005089,ACC00000170,2026-01-04,41753.32,41752.54,CAD
BAL0000005090,ACC00000170,2026-01-03,41752.54,41069.43,CAD
BAL0000005091,ACC00000170,2026-01-02,41069.43,40205.27,CAD
BAL0000005092,ACC00000170,2026-01-01,40205.27,39379.81,CAD
BAL0000005093,ACC00000170,2025-12-31,39379.81,38694.30,CAD
BAL0000005094,ACC00000170,2025-12-30,38694.30,39227.27,CAD
BAL0000005095,ACC00000170,2025-12-29,39227.27,39852.83,CAD
BAL0000005096,ACC00000170,2025-12-28,39852.83,40581.10,CAD
BAL0000005097,ACC00000170,2025-12-27,40581.10,41043.34,CAD
BAL0000005098,ACC00000170,2025-12-26,41043.34,41533.38,CAD
BAL0000005099,ACC00000170,2025-12-25,41533.38,40945.72,CAD
BAL0000005100,ACC00000170,2025-12-24,40945.72,40173.05,CAD
BAL0000005101,ACC00000171,2026-01-22,70594.77,71546.16,JPY
BAL0000005102,ACC00000171,2026-01-21,71546.16,71148.29,JPY
BAL0000005103,ACC00000171,2026-01-20,71148.29,70997.38,JPY
BAL0000005104,ACC00000171,2026-01-19,70997.38,70597.48,JPY
BAL0000005105,ACC00000171,2026-01-18,70597.48,70954.84,JPY
BAL0000005106,ACC00000171,2026-01-17,70954.84,70988.71,JPY
BAL0000005107,ACC00000171,2026-01-16,70988.71,71889.44,JPY
BAL0000005108,ACC00000171,2026-01-15,71889.44,70936.91,JPY
BAL0000005109,ACC00000171,2026-01-14,70936.91,70764.20,JPY
BAL0000005110,ACC00000171,2026-01-13,70764.20,71109.89,JPY
BAL0000005111,ACC00000171,2026-01-12,71109.89,71417.58,JPY
BAL0000005112,ACC00000171,2026-01-11,71417.58,70838.35,JPY
BAL0000005113,ACC00000171,2026-01-10,70838.35,71671.22,JPY
BAL0000005114,ACC00000171,2026-01-09,71671.22,71394.14,JPY
BAL0000005115,ACC00000171,2026-01-08,71394.14,72054.31,JPY
BAL0000005116,ACC00000171,2026-01-07,72054.31,71173.87,JPY
BAL0000005117,ACC00000171,2026-01-06,71173.87,70593.81,JPY
BAL0000005118,ACC00000171,2026-01-05,70593.81,71306.06,JPY
BAL0000005119,ACC00000171,2026-01-04,71306.06,71325.00,JPY
BAL0000005120,ACC00000171,2026-01-03,71325.00,71341.67,JPY
BAL0000005121,ACC00000171,2026-01-02,71341.67,71464.25,JPY
BAL0000005122,ACC00000171,2026-01-01,71464.25,70667.18,JPY
BAL0000005123,ACC00000171,2025-12-31,70667.18,70501.11,JPY
BAL0000005124,ACC00000171,2025-12-30,70501.11,69928.57,JPY
BAL0000005125,ACC00000171,2025-12-29,69928.57,69485.73,JPY
BAL0000005126,ACC00000171,2025-12-28,69485.73,69259.71,JPY
BAL0000005127,ACC00000171,2025-12-27,69259.71,68577.23,JPY
BAL0000005128,ACC00000171,2025-12-26,68577.23,67669.65,JPY
BAL0000005129,ACC00000171,2025-12-25,67669.65,68408.51,JPY
BAL0000005130,ACC00000171,2025-12-24,68408.51,69210.58,JPY
BAL0000005131,ACC00000172,2026-01-22,49402.07,49873.94,JPY
BAL0000005132,ACC00000172,2026-01-21,49873.94,49666.58,JPY
BAL0000005133,ACC00000172,2026-01-20,49666.58,50085.95,JPY
BAL0000005134,ACC00000172,2026-01-19,50085.95,49994.63,JPY
BAL0000005135,ACC00000172,2026-01-18,49994.63,49423.34,JPY
BAL0000005136,ACC00000172,2026-01-17,49423.34,49043.87,JPY
BAL0000005137,ACC00000172,2026-01-16,49043.87,49442.39,JPY
BAL0000005138,ACC00000172,2026-01-15,49442.39,49560.09,JPY
BAL0000005139,ACC00000172,2026-01-14,49560.09,48755.14,JPY
BAL0000005140,ACC00000172,2026-01-13,48755.14,49324.36,JPY
BAL0000005141,ACC00000172,2026-01-12,49324.36,50313.68,JPY
BAL0000005142,ACC00000172,2026-01-11,50313.68,50876.44,JPY
BAL0000005143,ACC00000172,2026-01-10,50876.44,51780.15,JPY
BAL0000005144,ACC00000172,2026-01-09,51780.15,51640.86,JPY
BAL0000005145,ACC00000172,2026-01-08,51640.86,50886.88,JPY
BAL0000005146,ACC00000172,2026-01-07,50886.88,49940.35,JPY
BAL0000005147,ACC00000172,2026-01-06,49940.35,50300.60,JPY
BAL0000005148,ACC00000172,2026-01-05,50300.60,51275.42,JPY
BAL0000005149,ACC00000172,2026-01-04,51275.42,51501.61,JPY
BAL0000005150,ACC00000172,2026-01-03,51501.61,51357.93,JPY
BAL0000005151,ACC00000172,2026-01-02,51357.93,50979.04,JPY
BAL0000005152,ACC00000172,2026-01-01,50979.04,50613.15,JPY
BAL0000005153,ACC00000172,2025-12-31,50613.15,50940.97,JPY
BAL0000005154,ACC00000172,2025-12-30,50940.97,51921.33,JPY
BAL0000005155,ACC00000172,2025-12-29,51921.33,51864.42,JPY
BAL0000005156,ACC00000172,2025-12-28,51864.42,52047.78,JPY
BAL0000005157,ACC00000172,2025-12-27,52047.78,51550.43,JPY
BAL0000005158,ACC00000172,2025-12-26,51550.43,51097.47,JPY
BAL0000005159,ACC00000172,2025-12-25,51097.47,51140.51,JPY
BAL0000005160,ACC00000172,2025-12-24,51140.51,50179.83,JPY
BAL0000005161,ACC00000173,2026-01-22,50602.82,50074.25,USD
BAL0000005162,ACC00000173,2026-01-21,50074.25,50788.73,USD
BAL0000005163,ACC00000173,2026-01-20,50788.73,51548.93,USD
BAL0000005164,ACC00000173,2026-01-19,51548.93,50785.81,USD
BAL0000005165,ACC00000173,2026-01-18,50785.81,50161.58,USD
BAL0000005166,ACC00000173,2026-01-17,50161.58,49713.39,USD
BAL0000005167,ACC00000173,2026-01-16,49713.39,49991.23,USD
BAL0000005168,ACC00000173,2026-01-15,49991.23,49677.32,USD
BAL0000005169,ACC00000173,2026-01-14,49677.32,50274.33,USD
BAL0000005170,ACC00000173,2026-01-13,50274.33,49985.85,USD
BAL0000005171,ACC00000173,2026-01-12,49985.85,50712.31,USD
BAL0000005172,ACC00000173,2026-01-11,50712.31,51486.76,USD
BAL0000005173,ACC00000173,2026-01-10,51486.76,51043.51,USD
BAL0000005174,ACC00000173,2026-01-09,51043.51,51044.40,USD
BAL0000005175,ACC00000173,2026-01-08,51044.40,51981.86,USD
BAL0000005176,ACC00000173,2026-01-07,51981.86,51360.43,USD
BAL0000005177,ACC00000173,2026-01-06,51360.43,51318.14,USD
BAL0000005178,ACC00000173,2026-01-05,51318.14,50439.13,USD
BAL0000005179,ACC00000173,2026-01-04,50439.13,50498.07,USD
BAL0000005180,ACC00000173,2026-01-03,50498.07,50108.22,USD
BAL0000005181,ACC00000173,2026-01-02,50108.22,50383.15,USD
BAL0000005182,ACC00000173,2026-01-01,50383.15,50862.94,USD
BAL0000005183,ACC00000173,2025-12-31,50862.94,50890.60,USD
BAL0000005184,ACC00000173,2025-12-30,50890.60,51303.13,USD
BAL0000005185,ACC00000173,2025-12-29,51303.13,51284.02,USD
BAL0000005186,ACC00000173,2025-12-28,51284.02,50673.15,USD
BAL0000005187,ACC00000173,2025-12-27,50673.15,50107.11,USD
BAL0000005188,ACC00000173,2025-12-26,50107.11,49509.85,USD
BAL0000005189,ACC00000173,2025-12-25,49509.85,50023.07,USD
BAL0000005190,ACC00000173,2025-12-24,50023.07,49204.61,USD
BAL0000005191,ACC00000174,2026-01-22,84858.51,85839.82,JPY
BAL0000005192,ACC00000174,2026-01-21,85839.82,86194.79,JPY
BAL0000005193,ACC00000174,2026-01-20,86194.79,87055.95,JPY
BAL0000005194,ACC00000174,2026-01-19,87055.95,86326.76,JPY
BAL0000005195,ACC00000174,2026-01-18,86326.76,86080.51,JPY
BAL0000005196,ACC00000174,2026-01-17,86080.51,86286.97,JPY
BAL0000005197,ACC00000174,2026-01-16,86286.97,85646.67,JPY
BAL0000005198,ACC00000174,2026-01-15,85646.67,85251.70,JPY
BAL0000005199,ACC00000174,2026-01-14,85251.70,85239.48,JPY
BAL0000005200,ACC00000174,2026-01-13,85239.48,85061.49,JPY
BAL0000005201,ACC00000174,2026-01-12,85061.49,85369.06,JPY
BAL0000005202,ACC00000174,2026-01-11,85369.06,84431.08,JPY
BAL0000005203,ACC00000174,2026-01-10,84431.08,84163.88,JPY
BAL0000005204,ACC00000174,2026-01-09,84163.88,83814.17,JPY
BAL0000005205,ACC00000174,2026-01-08,83814.17,83441.53,JPY
BAL0000005206,ACC00000174,2026-01-07,83441.53,84078.79,JPY
BAL0000005207,ACC00000174,2026-01-06,84078.79,84215.29,JPY
BAL0000005208,ACC00000174,2026-01-05,84215.29,84621.45,JPY
BAL0000005209,ACC00000174,2026-01-04,84621.45,83936.21,JPY
BAL0000005210,ACC00000174,2026-01-03,83936.21,84409.30,JPY
BAL0000005211,ACC00000174,2026-01-02,84409.30,85101.39,JPY
BAL0000005212,ACC00000174,2026-01-01,85101.39,85423.27,JPY
BAL0000005213,ACC00000174,2025-12-31,85423.27,85218.00,JPY
BAL0000005214,ACC00000174,2025-12-30,85218.00,85596.49,JPY
BAL0000005215,ACC00000174,2025-12-29,85596.49,85584.71,JPY
BAL0000005216,ACC00000174,2025-12-28,85584.71,86337.83,JPY
BAL0000005217,ACC00000174,2025-12-27,86337.83,87045.51,JPY
BAL0000005218,ACC00000174,2025-12-26,87045.51,87035.78,JPY
BAL0000005219,ACC00000174,2025-12-25,87035.78,86092.52,JPY
BAL0000005220,ACC00000174,2025-12-24,86092.52,86039.82,JPY
BAL0000005221,ACC00000175,2026-01-22,98224.18,98200.11,EUR
BAL0000005222,ACC00000175,2026-01-21,98200.11,97265.38,EUR
BAL0000005223,ACC00000175,2026-01-20,97265.38,97655.18,EUR
BAL0000005224,ACC00000175,2026-01-19,97655.18,96689.60,EUR
BAL0000005225,ACC00000175,2026-01-18,96689.60,96007.04,EUR
BAL0000005226,ACC00000175,2026-01-17,96007.04,95940.03,EUR
BAL0000005227,ACC00000175,2026-01-16,95940.03,96736.04,EUR
BAL0000005228,ACC00000175,2026-01-15,96736.04,97315.13,EUR
BAL0000005229,ACC00000175,2026-01-14,97315.13,97617.40,EUR
BAL0000005230,ACC00000175,2026-01-13,97617.40,98218.56,EUR
BAL0000005231,ACC00000175,2026-01-12,98218.56,97606.65,EUR
BAL0000005232,ACC00000175,2026-01-11,97606.65,97508.44,EUR
BAL0000005233,ACC00000175,2026-01-10,97508.44,96686.76,EUR
BAL0000005234,ACC00000175,2026-01-09,96686.76,97514.39,EUR
BAL0000005235,ACC00000175,2026-01-08,97514.39,98074.56,EUR
BAL0000005236,ACC00000175,2026-01-07,98074.56,98266.81,EUR
BAL0000005237,ACC00000175,2026-01-06,98266.81,97994.00,EUR
BAL0000005238,ACC00000175,2026-01-05,97994.00,97850.47,EUR
BAL0000005239,ACC00000175,2026-01-04,97850.47,97766.43,EUR
BAL0000005240,ACC00000175,2026-01-03,97766.43,98005.30,EUR
BAL0000005241,ACC00000175,2026-01-02,98005.30,98657.52,EUR
BAL0000005242,ACC00000175,2026-01-01,98657.52,98669.59,EUR
BAL0000005243,ACC00000175,2025-12-31,98669.59,97725.30,EUR
BAL0000005244,ACC00000175,2025-12-30,97725.30,98060.16,EUR
BAL0000005245,ACC00000175,2025-12-29,98060.16,97464.67,EUR
BAL0000005246,ACC00000175,2025-12-28,97464.67,97091.38,EUR
BAL0000005247,ACC00000175,2025-12-27,97091.38,97941.71,EUR
BAL0000005248,ACC00000175,2025-12-26,97941.71,98284.25,EUR
BAL0000005249,ACC00000175,2025-12-25,98284.25,98863.99,EUR
BAL0000005250,ACC00000175,2025-12-24,98863.99,99367.08,EUR
BAL0000005251,ACC00000176,2026-01-22,23728.27,23328.01,JPY
BAL0000005252,ACC00000176,2026-01-21,23328.01,22630.43,JPY
BAL0000005253,ACC00000176,2026-01-20,22630.43,22308.15,JPY
BAL0000005254,ACC00000176,2026-01-19,22308.15,22085.61,JPY
BAL0000005255,ACC00000176,2026-01-18,22085.61,21145.43,JPY
BAL0000005256,ACC00000176,2026-01-17,21145.43,21653.75,JPY
BAL0000005257,ACC00000176,2026-01-16,21653.75,20810.71,JPY
BAL0000005258,ACC00000176,2026-01-15,20810.71,20378.19,JPY
BAL0000005259,ACC00000176,2026-01-14,20378.19,21126.86,JPY
BAL0000005260,ACC00000176,2026-01-13,21126.86,20672.96,JPY
BAL0000005261,ACC00000176,2026-01-12,20672.96,20915.11,JPY
BAL0000005262,ACC00000176,2026-01-11,20915.11,21353.50,JPY
