rate_id,from_currency,to_currency,exchange_rate,rate_date,source
FX00000431,USD,CAD,-1.0,2025-11-22,CENTRAL_BANK
FX00000432,USD,AUD,0.666031,2025-11-22,MANUAL
FX00000433,USD,CHF,1.152576,2025-11-22,MANUAL
FX00000434,USD,CNY,0.145163,2025-11-22,MARKET
FX00000435,USD,EUR,1.081406,2025-11-21,MANUAL
FX00000436,USD,GBP,1.313949,2025-11-21,MANUAL
FX00000437,USD,JPY,0.008981,2025-11-21,CENTRAL_BANK
FX00000438,USD,CAD,0.724948,2025-11-21,MANUAL
FX00000439,USD,AUD,0.663943,2025-11-21,MANUAL
FX00000440,USD,CHF,1.132481,2025-11-21,MANUAL
FX00000441,USD,CNY,0.137694,2025-11-21,MARKET
FX00000442,USD,EUR,1.089800,2025-11-20,MANUAL
FX00000443,USD,GBP,1.297642,2025-11-20,MARKET
FX00000444,USD,JPY,0.008783,2025-11-20,CENTRAL_BANK
FX00000445,USD,CAD,0.712513,2025-11-20,MANUAL
FX00000446,USD,AUD,0.662329,2025-11-20,CENTRAL_BANK
FX00000447,USD,CHF,1.145788,2025-11-20,CENTRAL_BANK
FX00000448,USD,CNY,0.139316,2025-11-20,MARKET
FX00000449,USD,EUR,1.116314,2025-11-19,MARKET
FX00000450,USD,GBP,1.327330,2025-11-19,CENTRAL_BANK
FX00000451,USD,JPY,0.008777,2025-11-19,CENTRAL_BANK
FX00000452,USD,CAD,0.725659,2025-11-19,MANUAL
FX00000453,USD,AUD,0.663179,2025-11-19,CENTRAL_BANK
FX00000454,USD,CHF,1.081282,2025-11-19,MANUAL
FX00000455,USD,CNY,0.142835,2025-11-19,MANUAL
FX00000456,USD,EUR,1.124137,2025-11-18,CENTRAL_BANK
FX00000457,USD,GBP,1.229392,2025-11-18,MARKET
FX00000458,USD,JPY,0.009379,2025-11-18,MARKET
FX00000459,USD,CAD,0.739950,2025-11-18,CENTRAL_BANK
FX00000460,USD,AUD,0.659217,2025-11-18,MANUAL
FX00000461,USD,CHF,1.122305,2025-11-18,MARKET
FX00000462,USD,CNY,0.142954,2025-11-18,MANUAL
FX00000463,USD,EUR,1.056085,2025-11-17,MANUAL
FX00000464,USD,GBP,1.243520,2025-11-17,CENTRAL_BANK
FX00000465,USD,JPY,0.008894,2025-11-17,MANUAL
FX00000466,USD,CAD,0.771038,2025-11-17,MARKET
FX00000467,USD,AUD,0.678142,2025-11-17,CENTRAL_BANK
FX00000468,USD,CHF,1.098015,2025-11-17,MARKET
FX00000469,USD,CNY,0.140750,2025-11-17,MANUAL
FX00000470,USD,EUR,1.131247,2025-11-16,MANUAL
FX00000471,USD,GBP,1.216163,2025-11-16,CENTRAL_BANK
FX00000472,USD,JPY,0.008704,2025-11-16,CENTRAL_BANK
FX00000473,USD,CAD,999999.0,2025-11-16,MARKET
FX00000474,USD,AUD,0.638178,2025-11-16,MARKET
FX00000475,USD,CHF,1.084909,2025-11-16,MARKET
FX00000476,USD,CNY,0.136567,2025-11-16,MANUAL
FX00000477,USD,EUR,1.099492,2025-11-15,MARKET
FX00000478,USD,GBP,1.214318,2025-11-15,CENTRAL_BANK
FX00000479,USD,JPY,0.009047,2025-11-15,MARKET
FX00000480,USD,CAD,0.765070,2025-11-15,CENTRAL_BANK
FX00000481,USD,AUD,0.638155,2025-11-15,MARKET
FX00000482,USD,CHF,1.166780,2025-11-15,MANUAL
FX00000483,USD,CNY,0.145700,2025-11-15,CENTRAL_BANK
FX00000484,USD,EUR,1.077535,2025-11-14,MANUAL
FX00000485,USD,GBP,1.326724,2025-11-14,MANUAL
FX00000486,USD,JPY,0.009188,2025-11-14,MANUAL
FX00000487,USD,CAD,0.712706,2025-11-14,CENTRAL_BANK
FX00000488,USD,AUD,0.674350,2025-11-14,MARKET
FX00000489,USD,CHF,1.117056,2025-11-14,CENTRAL_BANK
FX00000490,USD,CNY,0.140573,2025-11-14,MANUAL
FX00000491,USD,EUR,1.047737,2025-11-13,MANUAL
FX00000492,USD,GBP,1.272777,2025-11-13,CENTRAL_BANK
FX00000493,USD,JPY,0.009318,2025-11-13,CENTRAL_BANK
FX00000494,USD,CAD,0.724775,2025-11-13,MARKET
FX00000495,USD,AUD,,2025-11-13,MANUAL
FX00000496,USD,CHF,1.120253,2025-11-13,CENTRAL_BANK
FX00000497,USD,CNY,0.137338,2025-11-13,MANUAL
FX00000498,USD,EUR,1.137129,2025-11-12,MANUAL
FX00000499,USD,GBP,1.250188,2025-11-12,MARKET
FX00000500,USD,JPY,0.009370,2025-11-12,MANUAL
FX00000501,USD,CAD,0.747902,2025-11-12,MANUAL
FX00000502,USD,AUD,0.667005,2025-11-12,MARKET
FX00000503,USD,CHF,1.130955,2025-11-12,MANUAL
FX00000504,USD,CNY,0.146421,2025-11-12,MANUAL
FX00000505,USD,EUR,1.097941,2025-11-11,CENTRAL_BANK
FX00000506,USD,GBP,1.318179,2025-11-11,CENTRAL_BANK
FX00000507,USD,JPY,0.008649,2025-11-11,CENTRAL_BANK
FX00000508,USD,CAD,0.742685,2025-11-11,MARKET
FX00000509,USD,AUD,0.692837,2025-11-11,MARKET
FX00000510,USD,CHF,1.147386,2025-11-11,CENTRAL_BANK
FX00000511,USD,CNY,0.139702,2025-11-11,CENTRAL_BANK
FX00000512,USD,EUR,1.109588,2025-11-10,MANUAL
FX00000513,USD,GBP,1.246942,2025-11-10,MANUAL
FX00000514,USD,JPY,0.009176,2025-11-10,MARKET
FX00000515,USD,CAD,0.718776,2025-11-10,MANUAL
FX00000516,USD,AUD,0.628328,2025-11-10,MANUAL
FX00000517,USD,CHF,1.144215,2025-11-10,CENTRAL_BANK
FX00000518,USD,CNY,0.140711,2025-11-10,MARKET
FX00000519,USD,EUR,1.106697,2025-11-09,MARKET
FX00000520,USD,GBP,1.242025,2025-11-09,MARKET
FX00000521,USD,JPY,0.009274,2025-11-09,MARKET
FX00000522,USD,CAD,0.703263,2025-11-09,MARKET
FX00000523,USD,AUD,0.689612,2025-11-09,CENTRAL_BANK
FX00000524,USD,CHF,1.076897,2025-11-09,MARKET
FX00000525,USD,CNY,0.139073,2025-11-09,MANUAL
FX00000526,USD,EUR,1.135681,2025-11-08,CENTRAL_BANK
FX00000527,USD,GBP,1.275298,2025-11-08,MARKET
FX00000528,USD,JPY,0.009399,2025-11-08,MARKET
FX00000529,USD,CAD,0.723987,2025-11-08,MARKET
FX00000530,USD,AUD,0.645391,2025-11-08,CENTRAL_BANK
FX00000531,USD,CHF,1.067415,2025-11-08,MARKET
FX00000532,USD,CNY,0.139451,2025-11-08,MARKET
FX00000533,USD,EUR,1.066593,2025-11-07,CENTRAL_BANK
FX00000534,USD,GBP,1.314361,2025-11-07,MARKET
FX00000535,USD,JPY,0.008757,2025-11-07,MARKET
FX00000536,USD,CAD,0.718603,2025-11-07,MANUAL
FX00000537,USD,AUD,0.674221,2025-11-07,MANUAL
FX00000538,USD,CHF,1.071730,2025-11-07,MANUAL
FX00000539,USD,CNY,0.138553,2025-11-07,CENTRAL_BANK
FX00000540,USD,EUR,1.096128,2025-11-06,MANUAL
FX00000541,USD,GBP,999999.0,2025-11-06,MARKET
FX00000542,USD,JPY,0.009519,2025-11-06,MARKET
FX00000543,USD,CAD,0.748301,2025-11-06,CENTRAL_BANK
FX00000544,USD,AUD,0.650639,2025-11-06,MANUAL
FX00000545,USD,CHF,1.134290,2025-11-06,CENTRAL_BANK
FX00000546,USD,CNY,0.141788,2025-11-06,MARKET
FX00000547,USD,EUR,1.046110,2025-11-05,CENTRAL_BANK
FX00000548,USD,GBP,1.284812,2025-11-05,CENTRAL_BANK
FX00000549,USD,JPY,0.009204,2025-11-05,CENTRAL_BANK
FX00000550,USD,CAD,0.733366,2025-11-05,MARKET
FX00000551,USD,AUD,0.641339,2025-11-05,MARKET
FX00000552,USD,CHF,999999.0,2025-11-05,MANUAL
FX00000553,USD,CNY,0.143362,2025-11-05,MANUAL
FX00000554,USD,EUR,1.126324,2025-11-04,MANUAL
FX00000555,USD,GBP,1.273606,2025-11-04,MARKET
FX00000556,USD,JPY,0.009398,2025-11-04,MANUAL
FX00000557,USD,CAD,0.726240,2025-11-04,MANUAL
FX00000558,USD,AUD,0.633655,2025-11-04,MANUAL
FX00000559,USD,CHF,1.165637,2025-11-04,CENTRAL_BANK
FX00000560,USD,CNY,0.133148,2025-11-04,MANUAL
FX00000561,USD,EUR,1.071082,2025-11-03,MARKET
FX00000562,USD,GBP,1.258881,2025-11-03,MANUAL
FX00000563,USD,JPY,0.009430,2025-11-03,MARKET
FX00000564,USD,CAD,0.767991,2025-11-03,MANUAL
FX00000565,USD,AUD,0.691685,2025-11-03,MANUAL
FX00000566,USD,CHF,1.099781,2025-11-03,MARKET
FX00000567,USD,CNY,0.145107,2025-11-03,MANUAL
FX00000568,USD,EUR,1.134249,2025-11-02,MARKET
FX00000569,USD,GBP,1.264227,2025-11-02,MARKET
FX00000570,USD,JPY,0.008658,2025-11-02,MARKET
FX00000571,USD,CAD,0.707567,2025-11-02,CENTRAL_BANK
FX00000572,USD,AUD,0.676895,2025-11-02,MARKET
FX00000573,USD,CHF,1.102843,2025-11-02,MANUAL
FX00000574,USD,CNY,0.139477,2025-11-02,CENTRAL_BANK
FX00000575,USD,EUR,1.079530,2025-11-01,MARKET
FX00000576,USD,GBP,1.225030,2025-11-01,MARKET
FX00000577,USD,JPY,0.008691,2025-11-01,MANUAL
FX00000578,USD,CAD,0.753325,2025-11-01,MARKET
FX00000579,USD,AUD,0.644849,2025-11-01,MARKET
FX00000580,USD,CHF,1.119713,2025-11-01,MARKET
FX00000581,USD,CNY,0.141292,2025-11-01,MANUAL
FX00000582,USD,EUR,1.112223,2025-10-31,CENTRAL_BANK
FX00000583,USD,GBP,1.309168,2025-10-31,MARKET
FX00000584,USD,JPY,0.009225,2025-10-31,MARKET
FX00000585,USD,CAD,0.752830,2025-10-31,CENTRAL_BANK
FX00000586,USD,AUD,0.657357,2025-10-31,MARKET
FX00000587,USD,CHF,1.145087,2025-10-31,MARKET
FX00000588,USD,CNY,0.140358,2025-10-31,MANUAL
FX00000589,USD,EUR,1.126902,2025-10-30,CENTRAL_BANK
FX00000590,USD,GBP,1.317896,2025-10-30,CENTRAL_BANK
FX00000591,USD,JPY,0.008733,2025-10-30,CENTRAL_BANK
FX00000592,USD,CAD,0.718047,2025-10-30,MANUAL
FX00000593,USD,AUD,0.637335,2025-10-30,MARKET
FX00000594,USD,CHF,1.120095,2025-10-30,CENTRAL_BANK
FX00000595,USD,CNY,999999.0,2025-10-30,MANUAL
FX00000596,USD,EUR,,2025-10-29,MARKET
FX00000597,USD,GBP,1.319335,2025-10-29,MARKET
FX00000598,USD,JPY,0.009303,2025-10-29,MARKET
FX00000599,USD,CAD,0.750175,2025-10-29,CENTRAL_BANK
FX00000600,USD,AUD,0.664248,2025-10-29,MANUAL
FX00000601,USD,CHF,1.145007,2025-10-29,MANUAL
FX00000602,USD,CNY,0.138420,2025-10-29,CENTRAL_BANK
FX00000603,USD,EUR,1.082373,2025-10-28,CENTRAL_BANK
FX00000604,USD,GBP,999999.0,2025-10-28,CENTRAL_BANK
FX00000605,USD,JPY,0.008818,2025-10-28,MANUAL
FX00000606,USD,CAD,0.756573,2025-10-28,MARKET
FX00000607,USD,AUD,0.657516,2025-10-28,MARKET
FX00000608,USD,CHF,1.079205,2025-10-28,MARKET
FX00000609,USD,CNY,0.137566,2025-10-28,MARKET
FX00000610,USD,EUR,1.061624,2025-10-27,MARKET
FX00000611,USD,GBP,1.305461,2025-10-27,CENTRAL_BANK
FX00000612,USD,JPY,0.008965,2025-10-27,MARKET
FX00000613,USD,CAD,0.767424,2025-10-27,MARKET
FX00000614,USD,AUD,999999.0,2025-10-27,CENTRAL_BANK
FX00000615,USD,CHF,,2025-10-27,MARKET
FX00000616,USD,CNY,0.133780,2025-10-27,MARKET
FX00000617,USD,EUR,1.116942,2025-10-26,MARKET
FX00000618,USD,GBP,1.276127,2025-10-26,MANUAL
FX00000619,USD,JPY,0.008837,2025-10-26,CENTRAL_BANK
FX00000620,USD,CAD,0.706516,2025-10-26,MANUAL
FX00000621,USD,AUD,0.665725,2025-10-26,CENTRAL_BANK
FX00000622,USD,CHF,1.110184,2025-10-26,MARKET
FX00000623,USD,CNY,0.144184,2025-10-26,MARKET
FX00000624,USD,EUR,1.095703,2025-10-25,MANUAL
FX00000625,USD,GBP,1.319604,2025-10-25,MARKET
FX00000626,USD,JPY,0.008924,2025-10-25,MARKET
FX00000627,USD,CAD,0.756979,2025-10-25,MARKET
FX00000628,USD,AUD,0.691289,2025-10-25,MARKET
FX00000629,USD,CHF,1.083714,2025-10-25,MARKET
FX00000630,USD,CNY,0.142875,2025-10-25,MANUAL
